instance_name,method,time_in_sec,conflicts,best_schedule
Example20.txt,Tabu + Min Conflict,7.8051,309,"Emp 0: - - A - N N -
Emp 1: D A A - - - -
Emp 2: A A - A - - D
Emp 3: A D D D A A N
Emp 4: - D D A A - D
Emp 5: A A - - D D -
Emp 6: D A D A A A D
Emp 7: - D D D D D D
Emp 8: - D D N D D -
Emp 9: A A - - D A A
Emp 10: D A A - A - A
Emp 11: A A A A A - -
Emp 12: A - D A A A -
Emp 13: D D - D - A A
Emp 14: D D D - - A A
Emp 15: D D D - A A D
Emp 16: D N - - - - -
Emp 17: D D D - - A A
Emp 18: - - D D A A -
Emp 19: D A A A A D D
Emp 20: D D - D D D D
Emp 21: D D - D D D -
Emp 22: D D D A A A N
Emp 23: A A - D D D D
Emp 24: D D D D D N N
Emp 25: D A D D D - D
Emp 26: D A A A D D D
Emp 27: D - D D D D D
Emp 28: - - D D D D D
Emp 29: D D D - D - D
Emp 30: D D D A D - D
Emp 31: D D D - - A A
Emp 32: D A - - - - D
Emp 33: D D A N N D D
Emp 34: D D D - A A A
Emp 35: D D D D A A -
Emp 36: A A D D D A D
Emp 37: - A D - - D D
Emp 38: D - D D D - A
Emp 39: D D - - D D D
Emp 40: - N D D D A A
Emp 41: D - - D D D D
Emp 42: D D A D D - D
Emp 43: D D - A D D D
Emp 44: D D A A D D D
Emp 45: D D A D D D D
Emp 46: D - D D - D D
Emp 47: - - D A A D D
Emp 48: D D D N D D -
Emp 49: N D D A A A A
Emp 50: - N D D D D D
Emp 51: - A A D D D D
Emp 52: D D A A A - A
Emp 53: A D D D D D D
Emp 54: D D A A A A A
Emp 55: A - D D D D D
Emp 56: - - D D D D D
Emp 57: D D D D D - A
Emp 58: D - - A D A -
Emp 59: D D D D D D -
Emp 60: - - D D D D D
Emp 61: D - D D - - D
Emp 62: - - D D D - D
Emp 63: - D D - A A A
Emp 64: - D D A D D -
Emp 65: D - D D D - D
Emp 66: D D - A A A -
Emp 67: D D D A A A -
Emp 68: D A A D D D D
Emp 69: D D - D D - D
Emp 70: D A A D D D D
Emp 71: D D D D A D D
Emp 72: D D A - A - -
Emp 73: D D D A A D D
Emp 74: A A N D D D D
Emp 75: A - D D D D D
Emp 76: A - N - - A -
Emp 77: A A D D - - -
Emp 78: D D - D D D -
Emp 79: A D - A D D A
Emp 80: D A - - - - D
Emp 81: A A - D A N -
Emp 82: A - - D D - D
Emp 83: N N N D D D A
Emp 84: A A D D - - A
Emp 85: N N - - D D A
Emp 86: A D - A A A -
Emp 87: - A D D D - -
Emp 88: D D - A A D D
Emp 89: A D D D A - D
Emp 90: - D - D D D -
Emp 91: N D D D D D D
Emp 92: D D D D D D A
Emp 93: - D D D A A D
Emp 94: - - - D - D D
Emp 95: A - - N A A A
Emp 96: A N - - D D -
Emp 97: A D D D - - D
Emp 98: A A A A A - A
Emp 99: A D D A A A -
Emp 100: D D - A A A -
Emp 101: - N D D - D -
Emp 102: A A A A A - A
Emp 103: - - - D - A A
Emp 104: D D D D D D D
Emp 105: A A A - D D A
Emp 106: - - D D D D D
Emp 107: A A D D D D D
Emp 108: A - N D D D -
Emp 109: A A D D D D N
Emp 110: A D D N N D D
Emp 111: - A - - - A A
Emp 112: D A A A A D -
Emp 113: - - D D D D D
Emp 114: N D D A - D D
Emp 115: - - A A A - -
Emp 116: D A A D - D A
Emp 117: - D D D D A A
Emp 118: - D A D N N A
Emp 119: - - D D A A A
Emp 120: A A A D - - -
Emp 121: - D A A D D -
Emp 122: D D A A A - A
Emp 123: A D D D D D D
Emp 124: D D A - D D -
Emp 125: - A A A D D A
Emp 126: D - A - N N N
Emp 127: - - A D D - A
Emp 128: - D D - D D -
Emp 129: D - A A - A A
Emp 130: D D D D D - A
Emp 131: - D A A - A A
Emp 132: D D A D D D D
Emp 133: - A - D D D A
Emp 134: - D - D - D -
Emp 135: - - - D D - -
Emp 136: - D - D D D -
Emp 137: D D A - - D D
Emp 138: D - A - A A N
Emp 139: - - A - - D A
Emp 140: - D D D - D D
Emp 141: D D A D D D A
Emp 142: D D - - A A -
Emp 143: - D D A - D -
Emp 144: D D D D D - D
Emp 145: D D D A A - -
Emp 146: - - A - A A -
Emp 147: D D A A D - D
Emp 148: - - A N N N D
Emp 149: A A A - D D D
Emp 150: - A A - D D D
Emp 151: - - D D D D D
Emp 152: - D D A A A A
Emp 153: A - D D D - D
Emp 154: D A A - A A D
Emp 155: - A A A - - D
Emp 156: - D - A D D D
Emp 157: - D N - D - A
Emp 158: D - - D D - D
Emp 159: D A D D - - D
Emp 160: - - A A D D -
Emp 161: - D D - D D D
Emp 162: D A - A A - D"
Example20.txt,Constraint-Guided + SA,10.2264,523,"Emp 0: D A A A D D D
Emp 1: D A A A D D D
Emp 2: D D D A A A D
Emp 3: D D D N D D D
Emp 4: D A - N D A D
Emp 5: D D D N D A D
Emp 6: D A - N - - D
Emp 7: D A - D D D D
Emp 8: D A A N D D D
Emp 9: D A D - - D D
Emp 10: D D D - D A D
Emp 11: D A D D D A D
Emp 12: D D D A - D D
Emp 13: D A - - D D D
Emp 14: D D - - D A D
Emp 15: D D - - D D D
Emp 16: D A D - D D D
Emp 17: D D D - D A D
Emp 18: D A D - D D D
Emp 19: D A D D D A D
Emp 20: D D D - D D D
Emp 21: D A D D D A D
Emp 22: D D D - D A D
Emp 23: D A - - D D D
Emp 24: D D D - D D D
Emp 25: D D D - D A D
Emp 26: D D - - D D D
Emp 27: D D D - D D D
Emp 28: D A A - D A D
Emp 29: D A A - D D D
Emp 30: D A D D D A D
Emp 31: D D D - D D D
Emp 32: D A A - D A D
Emp 33: D D D - D D D
Emp 34: D A D D D A D
Emp 35: D A A - A A D
Emp 36: D D D - D A D
Emp 37: D A D D D A D
Emp 38: D A - A D D D
Emp 39: D D D - D D D
Emp 40: D N D D D A D
Emp 41: D D D A A - D
Emp 42: D D D A - - D
Emp 43: D N - A - - D
Emp 44: D N D D D - D
Emp 45: D N A A D D D
Emp 46: D D - A D N D
Emp 47: D - D D - N D
Emp 48: D D D A D D D
Emp 49: D - D A D - D
Emp 50: D D - A D D D
Emp 51: D D D A - - D
Emp 52: D - - - D - A
Emp 53: D D D A D D A
Emp 54: D - D D D - A
Emp 55: D - D D D - A
Emp 56: D - A A D - A
Emp 57: D - D D D - A
Emp 58: D A A A D - A
Emp 59: D D D A - - A
Emp 60: D - A A A - A
Emp 61: D D D A D - A
Emp 62: D - D D N A A
Emp 63: D - D D A - A
Emp 64: D D D A A - A
Emp 65: D - - A A - N
Emp 66: D - D A A - N
Emp 67: D D D A A - N
Emp 68: D - A A A D N
Emp 69: D A A D A D N
Emp 70: D - A D A A -
Emp 71: D - A D A A -
Emp 72: A D N D A A -
Emp 73: A D N D D D -
Emp 74: A D N D D D -
Emp 75: A D D D A A -
Emp 76: A - - D A A -
Emp 77: A - A D A D -
Emp 78: A A - D A A -
Emp 79: A D - - A A -
Emp 80: A A - A A D -
Emp 81: A D - D A N -
Emp 82: A D D D A A -
Emp 83: A D - D D - -
Emp 84: A N - D D D -
Emp 85: A D D D A D -
Emp 86: A D D D A - -
Emp 87: A D - D D D -
Emp 88: A D D - A D -
Emp 89: A A - D A - -
Emp 90: A D D A A D -
Emp 91: A - N D D D -
Emp 92: A A - D D D -
Emp 93: A N N D D D -
Emp 94: A D - D D D -
Emp 95: A A A D A D -
Emp 96: A D - D A D -
Emp 97: A A A D D - -
Emp 98: A D D D A D -
Emp 99: A D D D A D -
Emp 100: A - - A A D -
Emp 101: A - D D A A -
Emp 102: A A - - A A -
Emp 103: A D - D D D -
Emp 104: A D D D A A -
Emp 105: A D D A A D -
Emp 106: A A A A A - -
Emp 107: A D A D D - -
Emp 108: A D D D N D A
Emp 109: A D - D D D A
Emp 110: A D D D N - A
Emp 111: N A A A - A A
Emp 112: N D A D D A A
Emp 113: N D A D D D A
Emp 114: N A A D - N A
Emp 115: N D D D - D A
Emp 116: - A D D N D A
Emp 117: - D D D N A A
Emp 118: - - A D N D A
Emp 119: - D D D - A A
Emp 120: - D A - - A A
Emp 121: - - A - - D A
Emp 122: - D D D - - A
Emp 123: - D D - A D A
Emp 124: - D D D - D A
Emp 125: - D A - D D A
Emp 126: - - A A - D A
Emp 127: - D D D - D A
Emp 128: - D D D - D A
Emp 129: - D A D D D A
Emp 130: - - D D - - A
Emp 131: - - A A - D A
Emp 132: - - A A D D A
Emp 133: - A D D - D A
Emp 134: - D D D - A A
Emp 135: - A A D D D -
Emp 136: - D A D - - -
Emp 137: - D A D D D -
Emp 138: - D A D - D -
Emp 139: - D D D - D -
Emp 140: - D A N - D -
Emp 141: - D A A - - D
Emp 142: - - A D - N D
Emp 143: - D D D - - D
Emp 144: - - D D - - D
Emp 145: - D D D A - D
Emp 146: - D A - D D D
Emp 147: - D A - - A D
Emp 148: - A A - D D D
Emp 149: - D - - D D D
Emp 150: - D A - D D D
Emp 151: - - D D D - D
Emp 152: - - - A D D D
Emp 153: - - D A D D D
Emp 154: - - D A A - D
Emp 155: - A A A D - D
Emp 156: - - D D D - D
Emp 157: - - - A A - D
Emp 158: - - D D D - D
Emp 159: - A - A A - D
Emp 160: - - D A D D D
Emp 161: - - D A A D D
Emp 162: - - D D D - D"
Example15.txt,SA + Min Conflict,4.9812,258,"Emp 0: D N A A A - D
Emp 1: D - A D A - D
Emp 2: D D A A D D D
Emp 3: D D A N D A -
Emp 4: D N A N - A -
Emp 5: D - A N D A -
Emp 6: D A A N - A -
Emp 7: D D D N - A -
Emp 8: D N - D - A -
Emp 9: D D D N D A -
Emp 10: D D D N D A -
Emp 11: D A D D D A -
Emp 12: D A D D D A -
Emp 13: D A A - N A -
Emp 14: D N N D D A -
Emp 15: D A D D D A -
Emp 16: D D D - D A -
Emp 17: D A N - - A -
Emp 18: D A D D D A -
Emp 19: D A N - - A -
Emp 20: D A A - - A -
Emp 21: D D D A A A -
Emp 22: D - A - N A -
Emp 23: D N A A D - A
Emp 24: D D D A D - A
Emp 25: D N A A D - A
Emp 26: D D A A D - A
Emp 27: D D D A A D -
Emp 28: D D D A A D -
Emp 29: D D D A A D -
Emp 30: D N D A A D -
Emp 31: D D D A A D -
Emp 32: D D D A A D -
Emp 33: D D D A A D -
Emp 34: D D D A A D -
Emp 35: A D D - A D -
Emp 36: A D A D D D -
Emp 37: A D D N A D -
Emp 38: A D D D A D -
Emp 39: A D N D D D -
Emp 40: A N N D D D A
Emp 41: A A N D D D A
Emp 42: A D N D D D A
Emp 43: A D N N N D A
Emp 44: A D N N - - A
Emp 45: A D N D D D A
Emp 46: A D D D N D A
Emp 47: A D - D D D A
Emp 48: A A A D D D A
Emp 49: A A - D D D A
Emp 50: N D A D D D A
Emp 51: N A A - - D -
Emp 52: N D D D N - D
Emp 53: N N A D - - D
Emp 54: N D D D A - D
Emp 55: N A D D - - D
Emp 56: N D D D N - D
Emp 57: N D D D - - D
Emp 58: N N A D - - D
Emp 59: N - - D - - D
Emp 60: - D D D N - D
Emp 61: - D D - N - D
Emp 62: - D D D N - D
Emp 63: - A A D N - D"
Example15.txt,Tabu + Min Conflict,3.6848,147,"Emp 0: D D A A D D D
Emp 1: D D - D D D -
Emp 2: - - - D D A -
Emp 3: - D D - D D D
Emp 4: D A A N N N -
Emp 5: D A A N A A -
Emp 6: N N D D A A A
Emp 7: - D A N N D -
Emp 8: D D D D - A -
Emp 9: D A D D - - D
Emp 10: D D A A A A -
Emp 11: D D D D - D -
Emp 12: D D D D - D -
Emp 13: A - A A N N -
Emp 14: - - D D - A A
Emp 15: - D D D N A -
Emp 16: D A N N - - -
Emp 17: N D A D D A -
Emp 18: D D A A A - -
Emp 19: N N N - A A A
Emp 20: D D N - D D D
Emp 21: N A A A A - -
Emp 22: N N A - A A A
Emp 23: D D D - D D D
Emp 24: A A D D D A A
Emp 25: N A D - D D A
Emp 26: D D A A N - A
Emp 27: D D A A N - -
Emp 28: A N A A N D -
Emp 29: - D D A A A D
Emp 30: D D D A A - -
Emp 31: A A D N D D D
Emp 32: N - N N - A A
Emp 33: A D D D D - D
Emp 34: D A A A A D -
Emp 35: D D D D A - -
Emp 36: D D D A A A -
Emp 37: A N N D D A A
Emp 38: A N N D D - A
Emp 39: A A N N A D -
Emp 40: D D - D D A A
Emp 41: - D D N N A A
Emp 42: D A A - N D D
Emp 43: N N D D - D -
Emp 44: D D D D D D -
Emp 45: D D D D - D D
Emp 46: D D D D N N N
Emp 47: A A D D D D A
Emp 48: A N N D D A A
Emp 49: D D N A A A -
Emp 50: N N D D D N -
Emp 51: D D D D D D -
Emp 52: D D A A D D -
Emp 53: A N A A D D D
Emp 54: - A A - D D D
Emp 55: D D D D D D -
Emp 56: D A A D D D A
Emp 57: D D D D A - D
Emp 58: D D D N - - -
Emp 59: D A - - D D -
Emp 60: N - N N - A -
Emp 61: D - A - N - A
Emp 62: D D D D - - D
Emp 63: D D D D - - D"
Example15.txt,Constraint-Guided + SA,4.9865,246,"Emp 0: D A A D A - D
Emp 1: D D A D A - D
Emp 2: D N A A D D D
Emp 3: D - A A D A -
Emp 4: D D A - D A -
Emp 5: D A A N D A -
Emp 6: D D D - D A -
Emp 7: D A A N D A -
Emp 8: D A A D D A -
Emp 9: D A D D D A -
Emp 10: D A D D D A -
Emp 11: D A A N - A -
Emp 12: D A D D D A -
Emp 13: D D D - D A -
Emp 14: D D A - D A -
Emp 15: D D D - D A -
Emp 16: D A - - - A -
Emp 17: D A N D D A -
Emp 18: D A D D D A -
Emp 19: D D D - D A -
Emp 20: D - - - D A -
Emp 21: D N D D D A -
Emp 22: D D D A D A -
Emp 23: D N N A - - A
Emp 24: D D D A D - A
Emp 25: D D A A - - A
Emp 26: D D D A D - A
Emp 27: D D D A A D -
Emp 28: D D A A A D -
Emp 29: D D A A A D -
Emp 30: D D D A A D -
Emp 31: D D D A A D -
Emp 32: D D D A A D -
Emp 33: D D N A A D -
Emp 34: D D D - A D -
Emp 35: A D A A A D -
Emp 36: A D N N A D -
Emp 37: A N N D D D -
Emp 38: A D N D D D -
Emp 39: A A N N A D -
Emp 40: A A N N N D A
Emp 41: A D N N N D A
Emp 42: A N D D - D A
Emp 43: A A A D D D A
Emp 44: A D A D D D A
Emp 45: A D D D - D A
Emp 46: A D D D N D A
Emp 47: A D D D N D A
Emp 48: A A A N N D A
Emp 49: A D D D N - A
Emp 50: N D D D - D A
Emp 51: N N A N - D -
Emp 52: N D D D A - D
Emp 53: N D D D - - D
Emp 54: N D D D - - D
Emp 55: N N A D - - D
Emp 56: N N - D - - D
Emp 57: N D D D N - D
Emp 58: N - A N - - D
Emp 59: N - - D - - D
Emp 60: - N D D N - D
Emp 61: - N N D N - D
Emp 62: - D D D N - D
Emp 63: - D D D A - D"
Example9.txt,SA + Min Conflict,3.0837,128,"Emp 0: A A A D N - -
Emp 1: D A A D N - -
Emp 2: D A A D D D -
Emp 3: D A A N N - -
Emp 4: D D A A N - -
Emp 5: A A A D N - -
Emp 6: A A A - - D N
Emp 7: D A D D - - N
Emp 8: D A A D - - N
Emp 9: A A D D - - N
Emp 10: A A A D - - N
Emp 11: A A A D - - N
Emp 12: D A D D D N N
Emp 13: D A N N A A N
Emp 14: A A N D D - -
Emp 15: A D - - D D D
Emp 16: A N N D D A A
Emp 17: A D - - D - -
Emp 18: A N N - - - -
Emp 19: A N N - - - -
Emp 20: D D N D D - -
Emp 21: D D N D D - -
Emp 22: A D D N D - -
Emp 23: - - - N D - -
Emp 24: D D D N D - -
Emp 25: D D - - D - -
Emp 26: N D D N D - -
Emp 27: A D D N D - -
Emp 28: D D N N A D D
Emp 29: A A A N N D D
Emp 30: N D D A A D D
Emp 31: - - D A A A N
Emp 32: N N - A A - -
Emp 33: - - D A A A A
Emp 34: N N A A A - -
Emp 35: N D D A A - -
Emp 36: - - D A A - -
Emp 37: N N D A A - -
Emp 38: N N - A A - -
Emp 39: - - - A A - -
Emp 40: D D D A A - -
Emp 41: - - D A A A A
Emp 42: D D N A A A A
Emp 43: - - - - D - -
Emp 44: N N A A - - -
Emp 45: N N A D - - -
Emp 46: - - A - - - -"
Example9.txt,Tabu + Min Conflict,2.3495,126,"Emp 0: A - - A A A A
Emp 1: N N - - A - -
Emp 2: A A D D A - -
Emp 3: A A A - D D N
Emp 4: - A A - - - D
Emp 5: D D D D D A A
Emp 6: A D D - - - -
Emp 7: - - N N A A A
Emp 8: - D D A A A D
Emp 9: N N - - A A N
Emp 10: D D D D D - -
Emp 11: A A A A D D N
Emp 12: D A A A N N N
Emp 13: A A N N N - -
Emp 14: D D A D D N N
Emp 15: N N N N D D D
Emp 16: N D A D D D A
Emp 17: D A A - - D A
Emp 18: N N N N - - -
Emp 19: D D A - - - D
Emp 20: D D N N N N N
Emp 21: A N N D D - -
Emp 22: D D D A A A -
Emp 23: D A A N N - -
Emp 24: D D D A - - D
Emp 25: A A A A - - -
Emp 26: A N N N D - -
Emp 27: D D D D D - -
Emp 28: A A A N N - -
Emp 29: N D D A A N N
Emp 30: N N A A - - N
Emp 31: N N D D D D D
Emp 32: D D D A A - N
Emp 33: A A D D - A A
Emp 34: D D D D - - -
Emp 35: - - A A A - -
Emp 36: A A A A D N -
Emp 37: N N N A D - -
Emp 38: D A A N N - -
Emp 39: D D D A A - -
Emp 40: - - D D - - -
Emp 41: - A N A A - -
Emp 42: - - D D A - -
Emp 43: - - A D A - -
Emp 44: A - - D D - -
Emp 45: A - - D D - -
Emp 46: A A N N N - -"
Example9.txt,Constraint-Guided + SA,3.2145,108,"Emp 0: A A A D - - N
Emp 1: A A A N N A N
Emp 2: A A - D D - -
Emp 3: A A A D N - -
Emp 4: D A D D A - -
Emp 5: A A A D N - -
Emp 6: D D A D D - -
Emp 7: A A A - - - N
Emp 8: D D A - - - N
Emp 9: D D A D D - -
Emp 10: A A A D - - N
Emp 11: A A D D - - N
Emp 12: A A D D - - N
Emp 13: D N N N D - -
Emp 14: D A N - - - -
Emp 15: A D D N - - -
Emp 16: D D D - - A A
Emp 17: D D - - D D D
Emp 18: A D D D D D D
Emp 19: D D N D D - -
Emp 20: A A N D D - -
Emp 21: N N - - D D N
Emp 22: N N N N N - -
Emp 23: A A N N D - -
Emp 24: D D D - - - -
Emp 25: D D - - D - -
Emp 26: A - - N N - -
Emp 27: - - - N D - -
Emp 28: - - N N A A A
Emp 29: D D D N D D D
Emp 30: N N D A A D D
Emp 31: N N - A A - -
Emp 32: D A A A A D D
Emp 33: D D D A A - -
Emp 34: N D D A A - -
Emp 35: N N D A A - -
Emp 36: - - D A A A A
Emp 37: A A A A A A A
Emp 38: - - - A A - -
Emp 39: N N N A A - -
Emp 40: N N A A A A A
Emp 41: - - D A A - -
Emp 42: N D D A A - -
Emp 43: - - A A D - -
Emp 44: D D A A D - -
Emp 45: N N N D N - -
Emp 46: - - A D - - N"
Example10.txt,SA + Min Conflict,2.4005,87,"Emp 0: D A A A N N N
Emp 1: A A N N D A A
Emp 2: A A - - D A N
Emp 3: D A N N - A A
Emp 4: D A N - - - -
Emp 5: D A N - - N A
Emp 6: A A N - - N N
Emp 7: A D N D D N A
Emp 8: A D D N A A N
Emp 9: A D D A A D D
Emp 10: A D - - A - -
Emp 11: - - - - A D D
Emp 12: D D D D A D D
Emp 13: - - N N A D D
Emp 14: N N D A A D D
Emp 15: N N D A D D D
Emp 16: - - - D N - -
Emp 17: D D D N N - -
Emp 18: - - - D N - -
Emp 19: D D D A N - -
Emp 20: - - - A N - -
Emp 21: - - A D D - -
Emp 22: N N A D - - -
Emp 23: N N A N N - -
Emp 24: N N A D D - -
Emp 25: N N A N D - -
Emp 26: N N A A - - -"
Example10.txt,Tabu + Min Conflict,1.7666,63,"Emp 0: N N A A N N D
Emp 1: - N N - - N -
Emp 2: A A A N A A N
Emp 3: A A A A A - -
Emp 4: N - - N - - -
Emp 5: A A D - - - -
Emp 6: - A A D D D D
Emp 7: N N D D D - -
Emp 8: D D D - A A A
Emp 9: - - N N - - -
Emp 10: D D N A A - -
Emp 11: D D A A D A A
Emp 12: A A N N N D D
Emp 13: A N N A - - -
Emp 14: N N D D N - -
Emp 15: D D N - N N N
Emp 16: D D D D D - -
Emp 17: N N A A - - A
Emp 18: N - A A A D D
Emp 19: - - - D D D N
Emp 20: A - - D D N N
Emp 21: D - - N N A A
Emp 22: D D N N N - -
Emp 23: D D D - - - -
Emp 24: A A D D A - -
Emp 25: N - - - A A A
Emp 26: - - - D D - -"
Example10.txt,Constraint-Guided + SA,2.3663,62,"Emp 0: D A A D N N D
Emp 1: A A N N D A A
Emp 2: D D N - - A N
Emp 3: D A A N D D D
Emp 4: D D - - D A A
Emp 5: D D A A N N A
Emp 6: D D N - - N N
Emp 7: A N N N N N A
Emp 8: A A - - A D N
Emp 9: A D D - - - -
Emp 10: A - - N N A N
Emp 11: A A N N A D D
Emp 12: - - - N D - -
Emp 13: A A A A A - -
Emp 14: D D D A A - -
Emp 15: N D D A D D D
Emp 16: N N - - N - -
Emp 17: N N N N N - -
Emp 18: - - D A A - -
Emp 19: N N D A N - -
Emp 20: - - D A A - -
Emp 21: - - D D - - -
Emp 22: - - A D - - -
Emp 23: - - - D A - -
Emp 24: N N N D D - -
Emp 25: N A A D - - -
Emp 26: N N A D D - -"
Example14.txt,SA + Min Conflict,2.0997,40,"Emp 0: D A A N N A -
Emp 1: D A A N N A -
Emp 2: D D - - D A -
Emp 3: D A A D D A -
Emp 4: D D D A D - A
Emp 5: D D D A A D -
Emp 6: D D D A A D -
Emp 7: A D N D D D A
Emp 8: A N N - - D A
Emp 9: A N - D D D -
Emp 10: N - D D - - D
Emp 11: N D D D - - D
Emp 12: - D D D A - D"
Example14.txt,Tabu + Min Conflict,1.5484,23,"Emp 0: A A A A - - -
Emp 1: D D N - - A -
Emp 2: A A D D D A A
Emp 3: D N N N D D -
Emp 4: N - D D - A A
Emp 5: D D D - - D D
Emp 6: N N A A A - -
Emp 7: D D - D D D -
Emp 8: - A D D D D -
Emp 9: D D A - A A A
Emp 10: D D D D D - D
Emp 11: D - - A A D D
Emp 12: A D D D N - -"
Example14.txt,Constraint-Guided + SA,2.0847,51,"Emp 0: D D A A D A -
Emp 1: D A - D - A -
Emp 2: D A A - D A -
Emp 3: D A D D D A -
Emp 4: D N D D D - A
Emp 5: D D D A A D -
Emp 6: D D D A A D -
Emp 7: A D N N N D A
Emp 8: A - N D D D A
Emp 9: A D D D N D -
Emp 10: N D A N - - D
Emp 11: N N D D - - D
Emp 12: - D - - A - D"
Example4.txt,SA + Min Conflict,2.1498,41,"Emp 0: D D D A A D -
Emp 1: D A - A A D -
Emp 2: D A A D D D -
Emp 3: D A A D D D -
Emp 4: D A A A N - -
Emp 5: A A D D - - -
Emp 6: A D D D - - -
Emp 7: A D N - D A -
Emp 8: A D - N D A -
Emp 9: A D A - A A -
Emp 10: N - D D D A -
Emp 11: - N D A A A -
Emp 12: - - A A A D -"
Example4.txt,Tabu + Min Conflict,1.6331,22,"Emp 0: - D A A A A -
Emp 1: D D - A A A -
Emp 2: D A A D D D -
Emp 3: A A A A - - -
Emp 4: D A A D A A -
Emp 5: A A A N N - -
Emp 6: A - - A A A -
Emp 7: A A D A A - -
Emp 8: N D D D D A A
Emp 9: D N N - - D -
Emp 10: - D D - D - -
Emp 11: - - D D D D -
Emp 12: D D D D D - -"
Example4.txt,Constraint-Guided + SA,2.1409,44,"Emp 0: D D D A A D -
Emp 1: D D A A A D -
Emp 2: D A A D D D -
Emp 3: D A A A D D -
Emp 4: D A A D N - -
Emp 5: A D D D A - -
Emp 6: A A A D - - -
Emp 7: A - N - D A -
Emp 8: A D - N - A -
Emp 9: A D - - D A -
Emp 10: N A D A A A -
Emp 11: - N D D D A -
Emp 12: - - D A A D -"
Example7.txt,SA + Min Conflict,2.3463,41,"Emp 0: D D N A A A A
Emp 1: D A A - - - -
Emp 2: A A N N - - -
Emp 3: D N N N N N -
Emp 4: D A A - - - -
Emp 5: - - - D - - D
Emp 6: A - - N N N A
Emp 7: A A N - - N N
Emp 8: - - - N N A A
Emp 9: A D D N - - -
Emp 10: - - D A A D A
Emp 11: N D D A - - -
Emp 12: N N A A - - -
Emp 13: N D D - - - -
Emp 14: D D A A - - -
Emp 15: - - - D - - -
Emp 16: N N D D - - -
Emp 17: A A - D D A A
Emp 18: - - A - - - -
Emp 19: N N N D - - -
Emp 20: - - - - N N N
Emp 21: - - - - D D D
Emp 22: - - - - A A N
Emp 23: - - - - N N N
Emp 24: - - - - A A N
Emp 25: - - - - D D D
Emp 26: - - - - D - -
Emp 27: - - - - D D D
Emp 28: - - - - A D D"
Example7.txt,Tabu + Min Conflict,1.7789,68,"Emp 0: - - A A - - -
Emp 1: D D - - - D D
Emp 2: - - A A - - -
Emp 3: N N A - - A N
Emp 4: - - - - - D D
Emp 5: A A N N N N D
Emp 6: A D D N N - -
Emp 7: D D - - D A -
Emp 8: A A - - N - D
Emp 9: N - - A A N N
Emp 10: N N - - - N -
Emp 11: - - D - - - -
Emp 12: A A A N - - N
Emp 13: D D - - - - -
Emp 14: N D - - A A A
Emp 15: - N N - - - -
Emp 16: A - - - D - -
Emp 17: D N N - - D D
Emp 18: - - D N N N N
Emp 19: A - - D D A -
Emp 20: - - - - A A A
Emp 21: N N N D - - A
Emp 22: - - N D D - -
Emp 23: - - D - - - -
Emp 24: A - - D D D N
Emp 25: - - D D A A A
Emp 26: D - - N - - -
Emp 27: - A - A A D A
Emp 28: A A A A N N -"
Example7.txt,Constraint-Guided + SA,2.3497,44,"Emp 0: A A - - A D D
Emp 1: A A N - - D D
Emp 2: D D N - - - -
Emp 3: A A - - N N N
Emp 4: A A A - - - -
Emp 5: - - - N - - -
Emp 6: D D D N - - -
Emp 7: D D N N - A A
Emp 8: D D N N N N A
Emp 9: A A A N N N A
Emp 10: - - A A N A A
Emp 11: - - D A - - -
Emp 12: N N A A - - -
Emp 13: D D D A - - -
Emp 14: - - - A - - -
Emp 15: N N N D - - -
Emp 16: - - - D N - -
Emp 17: - - A D - - -
Emp 18: N N D D - - -
Emp 19: N N D D - - -
Emp 20: - - - - D N N
Emp 21: N N - - D A A
Emp 22: - - - - D A N
Emp 23: - - - - D N N
Emp 24: - - - - D A N
Emp 25: - - - - A D D
Emp 26: - - - - A D D
Emp 27: - - - - A D D
Emp 28: - - - - A - -"
